"","rnid","record","uuid","status","dTrack","qtime","consent","HH1","HH23r1.x","HH23r2","HH23r3.x","HHCr1","HHCr2","HHCr3","HHAr1","HHAr2","HHAr3","HH4","HH5","HH6r1","HH6r2","HH6r3","HH6r4","HH6r5","HH6r6","HH6r6oe","HHR","Q2","hRegionUS","HH7","HH7r3oe","HHO","HH8","HH8r8oe","HH9","HH10","HH10_1","HH11","HH12r1","noanswerHH12_r8","HH12a","HH13r1","noanswerHH13_r8","HH13a","HHI.x","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1r5","ESC1ar1","ESC1ar2.x","ESC1ar3.x","ESC1ar4.x","ESC1ar5","ESC1ar6","ESC1br2c1","ESC1br3c1","ESC1br4c1","ESC1b_1r1c2","ESC1b_1r2c2","ESC1b_1r3c2","ESC1b_1r4c2","ESC1b1r1","ESC1b1r2","ESC1b1r3","ESC1b1r4","ESC1cr2c1","ESC1cr3c1","ESC1cr4c1","ESC1c_1r1c2","ESC1c_1r2c2","ESC1c_1r3c2","ESC1c_1r4c2","ESC1c1r1","ESC1c1r2","ESC1c1r3","ESC1c1r4","ESC2.x","ESC2a","ESC2b","ESC2c","EB2a.x","EB2a1","EB3a","EB3a1","EB2b","EB2b1","EB3b","EB3b1","EB2c","EB2c1","EB3c","EB3c1","EB2d","EB2d1","EB3d","EB3d1","EB2e","EB2e1","EB3e","EB3e1","EB4.x","Q4ar1","Q4ar2","Q4ar3","Q4ar4","Q4ar5","Q4ar6","Q4ar6oe","EB5r1.x","EB5r2","EB5r3","EB5r4","EB6r1.x","EB6r2","EB6r3","EB6r4","EB7a.x","Q7a1","Q7a2","Q7a3","EB7b","Q7b1","Q7b2","Q7b3","EB7c","Q7c1","Q7c2","Q7c3","EB7d","Q7d1","Q7d2","Q7d3","EB8a.x","Q8a1","Q8a2","Q8b1","EB8b","Q8b2","EB8c","Q8c1","Q8c2","EB8d","Q8d1","Q8d2","HEC1r1a.x","HEC1r1b.x","HEC1r1c.x","HEC1r1d.x","HEC2r1.x","HEC2r2.x","HEC2r3.x","HEC2r4.x","HEC2r5.x","HEC2r6.x","HEC2r7.x","HEC2r8.x","HEC2r9.x","HEC2r10.x","HEC2r9oe","HEC3r3a.x","HEC3r3b.x","HEC3r3c.x","HEC3r3d.x","HEC3r3e.x","HEC3r3f.x","HEC3r3g.x","HEC3r3h.x","HEC4a.x","HEC4ai","HEC4aii","HEC4b.x","HEC4bi","HEC4bii","HEC5.x","HEC5a.x","HEC5a1","HEC5a2r1","HEC5a2r2","HEC5a2r3","HEC5a2r4","HEC5a2r5","HEC5a2r6","HEC5a2r7","HEC6.x","HEC6a.x","HEC6b1","HEC6b2r1","HEC6b2r2","HEC6b2r3","HEC6b2r4","HEC6b2r5","HEC6b2r6","EL1","hEL1r1","EL2","hEL2r1","EL3","CEP1.x","Q14a1","CEP2.x","Q14b1","CEP3.x","Q14c1","CEP4.x","Q14d1","CEP5.x","Q14e1","CEP6.x","CEP7.x","CEP8r1.x","CEP8r2.x","CEP8r3.x","CEP8r4.x","EH1a_er1a","EH1a_er2b","EH1a_er3c","EH1a_er4d","EH1a_er5e","EH2","EH2_1r1","EH2_1r2","EH2_1r3","EH2_1r3oe","H1r1","H1r2","H1r3","H1r4","H1r5","H1r6","H1r7","H1r7oe","H2r1","H2r2","H2r3","H2r4","H2r5","H2r6","H2r7","H2r8","H2r9","H2r10","H2r11","H2r12","H2r13","H2r14","H2r15","H2r16","noanswerH2_r17","PSSPSS1","PSSPSS2","PSSPSS3","PSSPSS4","PSSPSS5","PSSPSS6","PSSPSS7","PSSPSS8","PSSPSS9","PSSPSS10","SF1","SF2","SF3","PSQI1","PSQI2a","PSQI2b","FI1","FI2","FI3","FI4","child","eld","wbill.x","sbill.x","HHI.y","HH23r1.y","HH23r3.y","ESC1ar2.y","ESC1ar3.y","ESC1ar4.y","wbill.y","sbill.y","ESC2.y","EB2a.y","EB4.y","EB5r1.y","EB6r1.y","EB7a.y","EB8a.y","HEC1r1a.y","HEC1r1b.y","HEC1r1c.y","HEC1r1d.y","HEC2r1.y","HEC2r2.y","HEC2r3.y","HEC2r4.y","HEC2r5.y","HEC2r6.y","HEC2r7.y","HEC2r8.y","HEC2r9.y","HEC2r10.y","HEC3r3a.y","HEC3r3b.y","HEC3r3c.y","HEC3r3d.y","HEC3r3e.y","HEC3r3f.y","HEC3r3g.y","HEC3r3h.y","HEC4a.y","HEC4b.y","HEC5.y","HEC5a.y","HEC6.y","HEC6a.y","CEP1.y","CEP2.y","CEP3.y","CEP4.y","CEP5.y","CEP6.y","CEP7.y","CEP8r1.y","CEP8r2.y","CEP8r3.y","CEP8r4.y"
"11","EPOVL5ZL3MP5R7B4N7",17,"cpnuyk3v3m030501",3,0,1026.299796,1,2,0,0,2,0,1,0,1,0,0,70,2,1,0,0,0,0,0,"",3,36,2,1,"",2,2,"",3,2017,1,4,600,0,NA,170000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,110,NA,NA,0,0,0,0,NA,NA,NA,NA,10,NA,NA,0,0,0,0,NA,NA,NA,NA,1,35,1,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,4,NA,4,1,4,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,72,72,1,76,76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,"",1,1,2,2,2,2,2,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,4,3,1,3,4,2,1,2,1,1,1,0,0,1,3,3,3,0,1,1,1,3,0,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12","EPOVL5ZMZXXMSQ44N7",19,"r8vy2cxngpmh6g0s",3,0,873.2640066,1,1,0,1,0,0,1,0,0,1,0,59,2,1,0,0,0,0,0,"",3,38,4,2,"",1,1,"",0,2018,5,3,400,0,NA,26000,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,20,NA,NA,0,0,0,0,NA,NA,NA,NA,20,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"",1,1,1,1,1,1,1,0,1,60,56,0,NA,NA,1,1,1,0,0,1,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,NA,0,1,1,1,1,0,NA,0,NA,0,NA,0,0,0,0,1,1,2,3,3,5,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,2,3,3,3,3,3,4,3,3,3,3,2,3,1,1,0,2,3,3,2,0,0,1,1,2,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"13","EPOVL5ZQN9D4QVH4N4",20,"c3amyyem8myn9gqb",3,0,846.3297653,1,2,0,0,2,0,1,0,1,0,0,67,2,1,0,0,0,0,0,"",3,44,3,1,"",2,2,"",3,1998,NA,2,NA,1,2,NA,1,4,3,1,1,0,0,0,1,1,0,0,0,0,65,NA,NA,0,0,0,0,NA,NA,NA,NA,20,NA,NA,0,0,0,0,NA,NA,NA,NA,1,100,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,1,1,2,NA,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,1,60,45,1,75,72,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,2,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,1,1,"Arthritis",2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,2,1,2,5,4,1,4,4,3,2,2,4,3,1,0,0,1,3,3,3,0,1,1,1,3,0,2,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"14","EPOVL5ZRTQTCM274N8",21,"6w5wjmhqs0tpbhbj",3,0,711.5986862,1,2,0,0,2,0,1,0,1,0,0,78,2,1,0,0,0,0,0,"",3,5,4,1,"",2,2,"",4,1975,NA,2,NA,1,4,149000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,5,5,NA,NA,NA,NA,NA,1,1,0,0,2,2,NA,NA,1,25,4,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,3,1,2,NA,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,68,61,1,75,65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,"",1,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,3,3,3,0,1,1,1,3,0,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15","EPOVL5ZS9P84PYL4N4",22,"nvc85x5hb0rtgqsm",3,0,909.0445175,1,2,0,0,2,0,1,0,1,0,0,79,2,1,0,0,0,0,0,"",3,48,4,1,"",2,2,"",3,1987,NA,3,500,0,NA,NA,1,1,1,1,1,0,0,0,1,1,0,0,0,0,75,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,NA,NA,1,50,1,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,1,1,2,NA,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,1,0,1,0,0,0,0,1,72,72,1,72,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,2,2,2,2,2,0,NA,NA,NA,"",1,2,2,2,2,2,2,"Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,4,2,4,4,2,2,3,2,2,1,0,0,1,2,3,3,0,1,1,1,1,0,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16","EPOVL5ZSJ3HSNFC4N5",23,"ux6tjf157e99rg7a",3,0,626.118681,1,2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,"",3,5,4,1,"",2,2,"",4,1978,NA,2,4400,0,NA,125000,0,NA,3,1,1,0,0,0,1,1,0,0,0,0,30,NA,NA,0,0,0,0,NA,NA,NA,NA,32,NA,NA,0,0,0,0,NA,NA,NA,NA,1,250,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,2,1,2,NA,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,"",0,1,0,0,1,1,1,0,1,70,50,0,NA,NA,0,1,2,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,1,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,3,3,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,1,NA,"",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,3,4,3,3,3,3,4,3,3,3,3,1,2,1,2,1,3,3,3,0,1,1,1,3,0,2,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"17","EPOVL5ZX7HVS9G74N9",24,"kxx41w7uu92v34x8",3,0,903.5715432,1,2,0,0,2,0,1,0,1,0,0,76,2,1,0,0,0,0,0,"",3,39,1,1,"",2,2,"",2,2005,NA,4,700,0,NA,68000,0,NA,3,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,65,60,1,70,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,3,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,1,1,5,1,0,NA,NA,NA,"",1,2,2,2,1,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,1,1,1,5,5,2,4,4,2,2,2,2,2,1,0,0,1,3,3,3,0,1,0,1,3,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"18","EPOVL5ZXG7W8MZP4N5",25,"dqerbemz0mqherbx",3,0,1010.669037,1,1,0,0,1,0,1,0,1,0,0,76,2,1,0,0,0,0,0,"",3,39,1,1,"",2,2,"",3,1998,NA,2,NA,1,3,33000,0,NA,2,1,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,72,72,1,72,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,5,1,5,5,1,1,2,1,1,0,0,0,1,3,3,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"19","EPOVL5ZYNJQFKDT4N8",27,"26v6ekkrp6gr59nn",3,0,945.6143513,1,1,0,0,1,0,1,0,1,0,0,71,1,1,0,0,0,0,0,"",1,26,2,2,"",1,8,"Apartment",2,2012,NA,2,875,0,NA,2500,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,60,NA,NA,0,0,0,0,NA,NA,NA,NA,60,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,1,1,0,0,0,0,0,1,70,65,1,75,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,"",1,2,2,2,2,2,NA,"",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,1,2,2,5,1,4,5,2,1,2,1,1,0,0,0,1,3,3,3,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"20","EPOVL65CC59WVCQ4N8",31,"eqgp0q0gs32m3rg6",3,0,604.9359663,1,3,2,1,0,1,0,1,0,1,0,33,2,1,0,0,0,0,0,"",3,13,4,2,"",1,5,"",3,2008,NA,3,940,0,NA,36600,0,NA,2,1,1,0,0,0,1,1,0,0,0,0,50,NA,NA,0,0,0,0,NA,NA,NA,NA,20,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"",0,1,0,0,0,0,0,1,1,65,68,1,70,70,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",2,2,2,2,1,2,2,2,2,2,2,99,2,2,2,2,0,1,1,1,1,4,1,1,5,1,4,2,1,1,1,0,0,1,3,3,3,1,0,1,1,2,2,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"21","EPOVL65Q2BF2NT84N5",33,"bkvz0jrtv898uc32",3,0,741.9785359,1,1,0,0,1,0,1,0,1,0,0,73,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",2,1991,NA,1,NA,1,1,20000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,0,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,1,NA,NA,1,59,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,2,NA,3,1,2,NA,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,68,68,1,82,79,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,"",1,2,2,1,1,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,5,5,1,5,5,2,2,3,1,1,1,0,0,1,3,3,3,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22","EPOVL668S3V7T9H4N3",34,"f1nakvjthekpb39x",3,0,840.6531477,1,1,0,0,1,0,1,0,1,0,0,66,2,1,0,0,0,0,0,"",3,6,4,1,"",2,1,"",3,2004,NA,3,750,0,NA,12000,0,NA,1,1,1,0,0,0,1,1,0,0,0,0,100,NA,NA,0,0,0,0,NA,NA,NA,NA,25,NA,NA,0,0,0,0,NA,NA,NA,NA,1,44,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,2,0,0,0,0,"",1,2,NA,4,1,2,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,75,70,1,82,82,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,2,2,2,2,2,0,NA,NA,NA,"",2,2,2,2,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,0,0,1,3,3,3,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"23","EPOVL66LVM2RNZH4N1",35,"gvbut1a2sv9k93w9",3,0,641.7001004,1,1,0,0,1,0,1,0,1,0,0,76,2,1,0,0,0,0,0,"",3,31,1,2,"",1,7,"",1,2013,NA,4,300,0,NA,20000,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,"",1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,1,72,70,1,78,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,NA,0,NA,0,NA,0,NA,1,2,0,0,1,0,0,0,1,2,1,1,3,0,NA,NA,NA,"",1,2,1,2,2,2,NA,"",2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,0,2,2,2,4,3,1,5,4,2,2,3,2,1,1,0,0,2,2,2,3,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"24","EPOVL677LPZR58S4N3",37,"y5egy0948qq1ev8r",3,0,1081.622947,1,1,0,0,1,0,1,0,1,0,0,70,1,1,0,0,0,0,0,"",1,10,3,1,"",2,2,"",3,2000,NA,4,3500,0,NA,59999,0,NA,3,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,45,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,3,1,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Outside painting and roof cleaning",0,0,0,0,0,0,0,0,1,75,75,1,74,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,1,1,4,1,1,0,NA,NA,NA,"",1,2,2,2,2,1,NA,"",2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,0,2,2,2,4,4,2,4,5,2,2,3,1,1,1,3,0,2,3,3,3,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
